Id,SalePrice
1664,555000.0
1665,239000.0
1666,315000.0
1667,325624.0
1668,451950.0
1669,280000.0
1670,320000.0
1671,215000.0
1672,745000.0
1673,309000.0
1674,250000.0
1675,194700.0
1676,196000.0
1677,202500.0
1678,385000.0
1679,301500.0
1680,318061.0
1681,266000.0
1682,259000.0
1683,202500.0
1684,174000.0
1685,174000.0
1686,160200.0
1687,174000.0
1688,174000.0
1689,174000.0
1690,184000.0
1691,188500.0
1692,215000.0
1693,184000.0
1694,173000.0
1695,170000.0
1696,214000.0
1697,170000.0
1698,290000.0
1699,213250.0
1700,290000.0
1701,290000.0
1702,250000.0
1703,250000.0
1704,306000.0
1705,260000.0
1706,184750.0
1707,201000.0
1708,187100.0
1709,250000.0
1710,245000.0
1711,250000.0
1712,182000.0
1713,335000.0
1714,212000.0
1715,200000.0
1716,155000.0
1717,155000.0
1718,84500.0
1719,233000.0
1720,190000.0
1721,142500.0
1722,84500.0
1723,155000.0
1724,233170.0
1725,268000.0
1726,175900.0
1727,179200.0
1728,155000.0
1729,190000.0
1730,112000.0
1731,115000.0
1732,129900.0
1733,135000.0
1734,135000.0
1735,145500.0
1736,139000.0
1737,385000.0
1738,260000.0
1739,263000.0
1740,147000.0
1741,197000.0
1742,168500.0
1743,155000.0
1744,385000.0
1745,190000.0
1746,187000.0
1747,190000.0
1748,250000.0
1749,175000.0
1750,135000.0
1751,190000.0
1752,135000.0
1753,140000.0
1754,190000.0
1755,197900.0
1756,180500.0
1757,135000.0
1758,166000.0
1759,157500.0
1760,167000.0
1761,167000.0
1762,135000.0
1763,167000.0
1764,141000.0
1765,167000.0
1766,155000.0
1767,147000.0
1768,135000.0
1769,140000.0
1770,145500.0
1771,135000.0
1772,135000.0
1773,135000.0
1774,135000.0
1775,135000.0
1776,141000.0
1777,135000.0
1778,147000.0
1779,115000.0
1780,143000.0
1781,135000.0
1782,135000.0
1783,135000.0
1784,135000.0
1785,115000.0
1786,135000.0
1787,168000.0
1788,60000.0
1789,110000.0
1790,100000.0
1791,200000.0
1792,167000.0
1793,110000.0
1794,147000.0
1795,135000.0
1796,110000.0
1797,139000.0
1798,135000.0
1799,125000.0
1800,135000.0
1801,135000.0
1802,110000.0
1803,155000.0
1804,135000.0
1805,135000.0
1806,125000.0
1807,106000.0
1808,135000.0
1809,135000.0
1810,135000.0
1811,115000.0
1812,135000.0
1813,135000.0
1814,135000.0
1815,60000.0
1816,119000.0
1817,125500.0
1818,117500.0
1819,135000.0
1820,100000.0
1821,135000.0
1822,110000.0
1823,67000.0
1824,135000.0
1825,135000.0
1826,135000.0
1827,115000.0
1828,113000.0
1829,123000.0
1830,135000.0
1831,135000.0
1832,104000.0
1833,135000.0
1834,135000.0
1835,122000.0
1836,125000.0
1837,130000.0
1838,135000.0
1839,108000.0
1840,179000.0
1841,150000.0
1842,135000.0
1843,135000.0
1844,145000.0
1845,135000.0
1846,149500.0
1847,143000.0
1848,39300.0
1849,139600.0
1850,135000.0
1851,135000.0
1852,135000.0
1853,130000.0
1854,147000.0
1855,175000.0
1856,201000.0
1857,160000.0
1858,142953.0
1859,118858.0
1860,153337.0
1861,118858.0
1862,200000.0
1863,200000.0
1864,200000.0
1865,394432.0
1866,297000.0
1867,194000.0
1868,297000.0
1869,260000.0
1870,214000.0
1871,280000.0
1872,174000.0
1873,240000.0
1874,124500.0
1875,260000.0
1876,200500.0
1877,227000.0
1878,187100.0
1879,135000.0
1880,135000.0
1881,385000.0
1882,200000.0
1883,191000.0
1884,200000.0
1885,315000.0
1886,203000.0
1887,210000.0
1888,235000.0
1889,174000.0
1890,135000.0
1891,145000.0
1892,110000.0
1893,135000.0
1894,136500.0
1895,135000.0
1896,135000.0
1897,135000.0
1898,135000.0
1899,135000.0
1900,135000.0
1901,125000.0
1902,145000.0
1903,239000.0
1904,158500.0
1905,190000.0
1906,135000.0
1907,160000.0
1908,124000.0
1909,124000.0
1910,124000.0
1911,215000.0
1912,335000.0
1913,214500.0
1914,68500.0
1915,392500.0
1916,60000.0
1917,215000.0
1918,135000.0
1919,170000.0
1920,153500.0
1921,385000.0
1922,315000.0
1923,215000.0
1924,223500.0
1925,202900.0
1926,385000.0
1927,135000.0
1928,190000.0
1929,133900.0
1930,145000.0
1931,145000.0
1932,135000.0
1933,167900.0
1934,181000.0
1935,187500.0
1936,181000.0
1937,181000.0
1938,173000.0
1939,207500.0
1940,189000.0
1941,181000.0
1942,173000.0
1943,275000.0
1944,325000.0
1945,377426.0
1946,140000.0
1947,274000.0
1948,110000.0
1949,215000.0
1950,175000.0
1951,244000.0
1952,175000.0
1953,180000.0
1954,190000.0
1955,135000.0
1956,302000.0
1957,140000.0
1958,290000.0
1959,136000.0
1960,110000.0
1961,132000.0
1962,88000.0
1963,118000.0
1964,106000.0
1965,148500.0
1966,148500.0
1967,372402.0
1968,555000.0
1969,274000.0
1970,315000.0
1971,385000.0
1972,412500.0
1973,309000.0
1974,354000.0
1975,555000.0
1976,301500.0
1977,625000.0
1978,240000.0
1979,367294.0
1980,259000.0
1981,385000.0
1982,254000.0
1983,214000.0
1984,175500.0
1985,215000.0
1986,235000.0
1987,159895.0
1988,174000.0
1989,174000.0
1990,230000.0
1991,202500.0
1992,225000.0
1993,162000.0
1994,214000.0
1995,181000.0
1996,260000.0
1997,248000.0
1998,350000.0
1999,268000.0
2000,290000.0
2001,290000.0
2002,423000.0
2003,227000.0
2004,339750.0
2005,179900.0
2006,182000.0
2007,147000.0
2008,199900.0
2009,147000.0
2010,178000.0
2011,141000.0
2012,179900.0
2013,187000.0
2014,187000.0
2015,272000.0
2016,230000.0
2017,200000.0
2018,141000.0
2019,135000.0
2020,125000.0
2021,135000.0
2022,170000.0
2023,139000.0
2024,260000.0
2025,285000.0
2026,196000.0
2027,151000.0
2028,146000.0
2029,172500.0
2030,285000.0
2031,274000.0
2032,286000.0
2033,251000.0
2034,160000.0
2035,190000.0
2036,172500.0
2037,172500.0
2038,270000.0
2039,270000.0
2040,625000.0
2041,335000.0
2042,250000.0
2043,167000.0
2044,197900.0
2045,190000.0
2046,135000.0
2047,125000.0
2048,147000.0
2049,142600.0
2050,190000.0
2051,106500.0
2052,140000.0
2053,135000.0
2054,135000.0
2055,167000.0
2056,135000.0
2057,135000.0
2058,223500.0
2059,135000.0
2060,135000.0
2061,149500.0
2062,145000.0
2063,110000.0
2064,128500.0
2065,135000.0
2066,140000.0
2067,115000.0
2068,142600.0
2069,97000.0
2070,135000.0
2071,108000.0
2072,153900.0
2073,150000.0
2074,157000.0
2075,135000.0
2076,110000.0
2077,170000.0
2078,135000.0
2079,135000.0
2080,135000.0
2081,135000.0
2082,141000.0
2083,140000.0
2084,135000.0
2085,135000.0
2086,147000.0
2087,115000.0
2088,135000.0
2089,86000.0
2090,135000.0
2091,113000.0
2092,140000.0
2093,135000.0
2094,115000.0
2095,125000.0
2096,135000.0
2097,135000.0
2098,135000.0
2099,35311.0
2100,67000.0
2101,137000.0
2102,135000.0
2103,135000.0
2104,145000.0
2105,127000.0
2106,60000.0
2107,240000.0
2108,135000.0
2109,135000.0
2110,110000.0
2111,135000.0
2112,135000.0
2113,135000.0
2114,135000.0
2115,135000.0
2116,113000.0
2117,135000.0
2118,135000.0
2119,118400.0
2120,135000.0
2121,125000.0
2122,135000.0
2123,135000.0
2124,135000.0
2125,180500.0
2126,140000.0
2127,160000.0
2128,135000.0
2129,81000.0
2130,135000.0
2131,118400.0
2132,135000.0
2133,135000.0
2134,135000.0
2135,79900.0
2136,135000.0
2137,135000.0
2138,129000.0
2139,135000.0
2140,130000.0
2141,156000.0
2142,135000.0
2143,145000.0
2144,131500.0
2145,130000.0
2146,135000.0
2147,168000.0
2148,112000.0
2149,145000.0
2150,167000.0
2151,135000.0
2152,135000.0
2153,170000.0
2154,118500.0
2155,135000.0
2156,250000.0
2157,215000.0
2158,268000.0
2159,194500.0
2160,155835.0
2161,255500.0
2162,385000.0
2163,385000.0
2164,215000.0
2165,241500.0
2166,152000.0
2167,208900.0
2168,200000.0
2169,200000.0
2170,230000.0
2171,135000.0
2172,128500.0
2173,185000.0
2174,228500.0
2175,423000.0
2176,385000.0
2177,195000.0
2178,222500.0
2179,149000.0
2180,188000.0
2181,187100.0
2182,187100.0
2183,187100.0
2184,135000.0
2185,135000.0
2186,135000.0
2187,146800.0
2188,149500.0
2189,160000.0
2190,82000.0
2191,82000.0
2192,135000.0
2193,135000.0
2194,93000.0
2195,135000.0
2196,135000.0
2197,135000.0
2198,135000.0
2199,239000.0
2200,135000.0
2201,177000.0
2202,155000.0
2203,135000.0
2204,135000.0
2205,135000.0
2206,141000.0
2207,239000.0
2208,223500.0
2209,160000.0
2210,124000.0
2211,135000.0
2212,135000.0
2213,135000.0
2214,152000.0
2215,135000.0
2216,135000.0
2217,39300.0
2218,135000.0
2219,78000.0
2220,135000.0
2221,392500.0
2222,275000.0
2223,240000.0
2224,215000.0
2225,126000.0
2226,170000.0
2227,187500.0
2228,283463.0
2229,320000.0
2230,167500.0
2231,224500.0
2232,181000.0
2233,175000.0
2234,187500.0
2235,385000.0
2236,260000.0
2237,385000.0
2238,206300.0
2239,84500.0
2240,162000.0
2241,170000.0
2242,129900.0
2243,115000.0
2244,91000.0
2245,91000.0
2246,135000.0
2247,97000.0
2248,135000.0
2249,135000.0
2250,135000.0
2251,135000.0
2252,167000.0
2253,168000.0
2254,168000.0
2255,187500.0
2256,162000.0
2257,181000.0
2258,173000.0
2259,178000.0
2260,160000.0
2261,170000.0
2262,180000.0
2263,325000.0
2264,385000.0
2265,145000.0
2266,377426.0
2267,385000.0
2268,385000.0
2269,140000.0
2270,260000.0
2271,180000.0
2272,190000.0
2273,157000.0
2274,190000.0
2275,155000.0
2276,170000.0
2277,155000.0
2278,135000.0
2279,135000.0
2280,124500.0
2281,181000.0
2282,245500.0
2283,89500.0
2284,118000.0
2285,148500.0
2286,135000.0
2287,385000.0
2288,147000.0
2289,325624.0
2290,385000.0
2291,285000.0
2292,385000.0
2293,385000.0
2294,403000.0
2295,385000.0
2296,240000.0
2297,335000.0
2298,378500.0
2299,285000.0
2300,280000.0
2301,325624.0
2302,385000.0
2303,214000.0
2304,233230.0
2305,196000.0
2306,196000.0
2307,194700.0
2308,209500.0
2309,274000.0
2310,202500.0
2311,220000.0
2312,178900.0
2313,174000.0
2314,156932.0
2315,156932.0
2316,200000.0
2317,173000.0
2318,174000.0
2319,174000.0
2320,176485.0
2321,235000.0
2322,159895.0
2323,190000.0
2324,174000.0
2325,240000.0
2326,174000.0
2327,230000.0
2328,236000.0
2329,173000.0
2330,181000.0
2331,350000.0
2332,625000.0
2333,336000.0
2334,248000.0
2335,260000.0
2336,290000.0
2337,182000.0
2338,385000.0
2339,225000.0
2340,385000.0
2341,182000.0
2342,214000.0
2343,260000.0
2344,250000.0
2345,187100.0
2346,182000.0
2347,182000.0
2348,227875.0
2349,227875.0
2350,339750.0
2351,182000.0
2352,239000.0
2353,317000.0
2354,84500.0
2355,84500.0
2356,155000.0
2357,214000.0
2358,175900.0
2359,120000.0
2360,112500.0
2361,129000.0
2362,250000.0
2363,135000.0
2364,171000.0
2365,197000.0
2366,199900.0
2367,199900.0
2368,208900.0
2369,199900.0
2370,179400.0
2371,177500.0
2372,187100.0
2373,239000.0
2374,340000.0
2375,270000.0
2376,244000.0
2377,385000.0
2378,154000.0
2379,190000.0
2380,175000.0
2381,197900.0
2382,190000.0
2383,140000.0
2384,260000.0
2385,180500.0
2386,135000.0
2387,135000.0
2388,101800.0
2389,130000.0
2390,141000.0
2391,145000.0
2392,135000.0
2393,140000.0
2394,155000.0
2395,200000.0
2396,135000.0
2397,244000.0
2398,135000.0
2399,60000.0
2400,60000.0
2401,130000.0
2402,135000.0
2403,143000.0
2404,153000.0
2405,180500.0
2406,135000.0
2407,135000.0
2408,129000.0
2409,135000.0
2410,149500.0
2411,135000.0
2412,135000.0
2413,135000.0
2414,135000.0
2415,142600.0
2416,115000.0
2417,135000.0
2418,135000.0
2419,135000.0
2420,135000.0
2421,135000.0
2422,115000.0
2423,115000.0
2424,104900.0
2425,189000.0
2426,121500.0
2427,135000.0
2428,135000.0
2429,110000.0
2430,135000.0
2431,135000.0
2432,135000.0
2433,135000.0
2434,135000.0
2435,135000.0
2436,106500.0
2437,109500.0
2438,135000.0
2439,113000.0
2440,135000.0
2441,125000.0
2442,135000.0
2443,115000.0
2444,110000.0
2445,95000.0
2446,135000.0
2447,168000.0
2448,135000.0
2449,98000.0
2450,115000.0
2451,117000.0
2452,240000.0
2453,97000.0
2454,107500.0
2455,110000.0
2456,135000.0
2457,135000.0
2458,135000.0
2459,135000.0
2460,110000.0
2461,135000.0
2462,135000.0
2463,135000.0
2464,135000.0
2465,141000.0
2466,135000.0
2467,168000.0
2468,135000.0
2469,135000.0
2470,235000.0
2471,250000.0
2472,239000.0
2473,125000.0
2474,135000.0
2475,240000.0
2476,125000.0
2477,125000.0
2478,148000.0
2479,135000.0
2480,139000.0
2481,135000.0
2482,129000.0
2483,135000.0
2484,125000.0
2485,130000.0
2486,170000.0
2487,160000.0
2488,135000.0
2489,135000.0
2490,139000.0
2491,109900.0
2492,207500.0
2493,160000.0
2494,160000.0
2495,135000.0
2496,190000.0
2497,135000.0
2498,135000.0
2499,84000.0
2500,118000.0
2501,135000.0
2502,135000.0
2503,135000.0
2504,160000.0
2505,201000.0
2506,279500.0
2507,372500.0
2508,279500.0
2509,221500.0
2510,187100.0
2511,187100.0
2512,200000.0
2513,225000.0
2514,260000.0
2515,156000.0
2516,204750.0
2517,138000.0
2518,152000.0
2519,237000.0
2520,221000.0
2521,200000.0
2522,255000.0
2523,135000.0
2524,128500.0
2525,135000.0
2526,145000.0
2527,130250.0
2528,122000.0
2529,120500.0
2530,117000.0
2531,385000.0
2532,237000.0
2533,230000.0
2534,203000.0
2535,260000.0
2536,255000.0
2537,260000.0
2538,155835.0
2539,185000.0
2540,200141.0
2541,174000.0
2542,174000.0
2543,135000.0
2544,124000.0
2545,160000.0
2546,140000.0
2547,140000.0
2548,142953.0
2549,157000.0
2550,160000.0
2551,145000.0
2552,130000.0
2553,82000.0
2554,135000.0
2555,135000.0
2556,135000.0
2557,135000.0
2558,200000.0
2559,135000.0
2560,135000.0
2561,135000.0
2562,219500.0
2563,135000.0
2564,135000.0
2565,115000.0
2566,135000.0
2567,135000.0
2568,190000.0
2569,190000.0
2570,124000.0
2571,145000.0
2572,124000.0
2573,190000.0
2574,302000.0
2575,110000.0
2576,115000.0
2577,109500.0
2578,135000.0
2579,60000.0
2580,160000.0
2581,132500.0
2582,135000.0
2583,235000.0
2584,156000.0
2585,149900.0
2586,239686.0
2587,173000.0
2588,135000.0
2589,146800.0
2590,187500.0
2591,160000.0
2592,239000.0
2593,265900.0
2594,176000.0
2595,187500.0
2596,312500.0
2597,190000.0
2598,281213.0
2599,378500.0
2600,160000.0
2601,144000.0
2602,88000.0
2603,91000.0
2604,75000.0
2605,75000.0
2606,165500.0
2607,190000.0
2608,196000.0
2609,190000.0
2610,135000.0
2611,135000.0
2612,223500.0
2613,135000.0
2614,130000.0
2615,167000.0
2616,135000.0
2617,166000.0
2618,180000.0
2619,244000.0
2620,193000.0
2621,174000.0
2622,168000.0
2623,239900.0
2624,240000.0
2625,386250.0
2626,173000.0
2627,170000.0
2628,438780.0
2629,438780.0
2630,438780.0
2631,437154.0
2632,320000.0
2633,377426.0
2634,385000.0
2635,135000.0
2636,190000.0
2637,170000.0
2638,215000.0
2639,170000.0
2640,135000.0
2641,115000.0
2642,181000.0
2643,106000.0
2644,125000.0
2645,118000.0
2646,89500.0
2647,118000.0
2648,127500.0
2649,135000.0
2650,148500.0
2651,148500.0
2652,437154.0
2653,395000.0
2654,240000.0
2655,385000.0
2656,285000.0
2657,385000.0
2658,233230.0
2659,309000.0
2660,556581.0
2661,385000.0
2662,385000.0
2663,240000.0
2664,319900.0
2665,367294.0
2666,266000.0
2667,178900.0
2668,178900.0
2669,176485.0
2670,320000.0
2671,179665.0
2672,167240.0
2673,235000.0
2674,178740.0
2675,167240.0
2676,178000.0
2677,181000.0
2678,207000.0
2679,348000.0
2680,260000.0
2681,325000.0
2682,290000.0
2683,625000.0
2684,290000.0
2685,290000.0
2686,250000.0
2687,423000.0
2688,182000.0
2689,185000.0
2690,423000.0
2691,186500.0
2692,141000.0
2693,200141.0
2694,84500.0
2695,202900.0
2696,215000.0
2697,181000.0
2698,225000.0
2699,179200.0
2700,179200.0
2701,155000.0
2702,110000.0
2703,112000.0
2704,148000.0
2705,135000.0
2706,135000.0
2707,139000.0
2708,135000.0
2709,135000.0
2710,135000.0
2711,190000.0
2712,260000.0
2713,197000.0
2714,147400.0
2715,168500.0
2716,148800.0
2717,174000.0
2718,340000.0
2719,145000.0
2720,170000.0
2721,129000.0
2722,167900.0
2723,137500.0
2724,135000.0
2725,135000.0
2726,143000.0
2727,140000.0
2728,190000.0
2729,135000.0
2730,135000.0
2731,135000.0
2732,135000.0
2733,167000.0
2734,110000.0
2735,135000.0
2736,135000.0
2737,135000.0
2738,142600.0
2739,140000.0
2740,160000.0
2741,170000.0
2742,166000.0
2743,135000.0
2744,170000.0
2745,135000.0
2746,135000.0
2747,140000.0
2748,135000.0
2749,135000.0
2750,135000.0
2751,135000.0
2752,140000.0
2753,180500.0
2754,200000.0
2755,135000.0
2756,110000.0
2757,113000.0
2758,86000.0
2759,161000.0
2760,135000.0
2761,135000.0
2762,135000.0
2763,167000.0
2764,115000.0
2765,240000.0
2766,135000.0
2767,92900.0
2768,141000.0
2769,135000.0
2770,139000.0
2771,135000.0
2772,125000.0
2773,135000.0
2774,135000.0
2775,135000.0
2776,135000.0
2777,102776.0
2778,116900.0
2779,122500.0
2780,119000.0
2781,113000.0
2782,135000.0
2783,135000.0
2784,132500.0
2785,135000.0
2786,86000.0
2787,135000.0
2788,135000.0
2789,159500.0
2790,135000.0
2791,113000.0
2792,85000.0
2793,144000.0
2794,135000.0
2795,135000.0
2796,135000.0
2797,240000.0
2798,135000.0
2799,125500.0
2800,135000.0
2801,125000.0
2802,135000.0
2803,135000.0
2804,115000.0
2805,98000.0
2806,115000.0
2807,155000.0
2808,142500.0
2809,145000.0
2810,135000.0
2811,170000.0
2812,142500.0
2813,143000.0
2814,142600.0
2815,135000.0
2816,280000.0
2817,235000.0
2818,129900.0
2819,173000.0
2820,135000.0
2821,135000.0
2822,180500.0
2823,295000.0
2824,170000.0
2825,115000.0
2826,135000.0
2827,135000.0
2828,260000.0
2829,270000.0
2830,187100.0
2831,194000.0
2832,385000.0
2833,385000.0
2834,233230.0
2835,203000.0
2836,174000.0
2837,170000.0
2838,140000.0
2839,178000.0
2840,211000.0
2841,200000.0
2842,255000.0
2843,161750.0
2844,132500.0
2845,135000.0
2846,230000.0
2847,211000.0
2848,260000.0
2849,200000.0
2850,260000.0
2851,195000.0
2852,165000.0
2853,210000.0
2854,136500.0
2855,235000.0
2856,197000.0
2857,174000.0
2858,220000.0
2859,112000.0
2860,127500.0
2861,170000.0
2862,165400.0
2863,141000.0
2864,230000.0
2865,140000.0
2866,130000.0
2867,135000.0
2868,105000.0
2869,135000.0
2870,160000.0
2871,135000.0
2872,60000.0
2873,135000.0
2874,135000.0
2875,140000.0
2876,135000.0
2877,135000.0
2878,135000.0
2879,140000.0
2880,135000.0
2881,135000.0
2882,140000.0
2883,140000.0
2884,230000.0
2885,135000.0
2886,239000.0
2887,115000.0
2888,135000.0
2889,86000.0
2890,86000.0
2891,135000.0
2892,80500.0
2893,135000.0
2894,55000.0
2895,275000.0
2896,275000.0
2897,280000.0
2898,171000.0
2899,201000.0
2900,169900.0
2901,375000.0
2902,143000.0
2903,385000.0
2904,315000.0
2905,60000.0
2906,206300.0
2907,115000.0
2908,135000.0
2909,145000.0
2910,92000.0
2911,88000.0
2912,170000.0
2913,75000.0
2914,97000.0
2915,97000.0
2916,88000.0
2917,160000.0
2918,84500.0
2919,175000.0
